PvOutput,airTemp,humidity,insolation,windSpeed
0.22468,0.64605,0.45131,0.19142,0.13946
0.21025,0.63733,0.46604,0.20236,0.14773
0.16034,0.63284,0.47621,0.16865,0.13636
0.1187,0.6244,0.48664,0.12432,0.18802
0.083451,0.6185,0.49798,0.073205,0.20661
0.048676,0.61288,0.51154,0.056962,0.16116
0.028184,0.60276,0.5221,0.029898,0.14153
0.02265,0.59769,0.53122,0.023909,0.13843
0.014547,0.59292,0.54335,0.01647,0.18595
0.0083376,0.58757,0.56186,0.013475,0.1281
0.0019958,0.58195,0.57359,0.0058825,0.1343
0.043112,0.41327,0.93704,0.047699,0.13223
0.070137,0.41636,0.93234,0.067489,0.1374
0.09863,0.42086,0.92348,0.087279,0.10847
0.12903,0.42761,0.91409,0.10835,0.071281
0.15992,0.43885,0.89675,0.12828,0.10227
0.19098,0.44869,0.86325,0.14701,0.1436
0.22903,0.45797,0.83561,0.16749,0.15599
0.26734,0.4695,0.81593,0.18856,0.17355
0.29792,0.48159,0.79885,0.20906,0.1219
0.33395,0.49283,0.77982,0.22893,0.15806
0.36736,0.50127,0.76066,0.24815,0.14876
0.39163,0.51307,0.73915,0.26713,0.20971
0.41629,0.51841,0.72507,0.28621,0.16116
0.44041,0.52713,0.70708,0.30455,0.13326
0.47103,0.54006,0.68792,0.32476,0.099174
0.49552,0.5485,0.66745,0.34327,0.16632
0.51521,0.55159,0.65715,0.35918,0.2376
0.52862,0.55834,0.64307,0.37398,0.16219
0.54289,0.56452,0.63212,0.38795,0.19628
0.55519,0.57352,0.61218,0.40011,0.17562
0.56587,0.57998,0.59705,0.41015,0.1343
0.57597,0.58729,0.58845,0.42052,0.1343
0.58626,0.59404,0.57554,0.43055,0.15909
0.59422,0.58026,0.57698,0.43878,0.17045
0.59801,0.59151,0.56316,0.44541,0.10847
0.60287,0.59741,0.55195,0.45202,0.1281
0.59986,0.60585,0.53943,0.45533,0.16529
0.60793,0.61231,0.5277,0.46192,0.13326
0.61768,0.61513,0.47152,0.47166,0.13223
0.61125,0.62272,0.43775,0.46992,0.1188
0.61866,0.63115,0.45652,0.48528,0.099174
0.55077,0.6348,0.46865,0.43766,0.11157
0.46118,0.63762,0.468,0.32291,0.11364
0.62281,0.64043,0.46995,0.49243,0.10021
0.59191,0.65139,0.47686,0.46304,0.13636
0.58371,0.6424,0.46278,0.4575,0.10847
0.57854,0.64746,0.45613,0.46602,0.097107
0.55903,0.65139,0.44088,0.45062,0.085744
0.35354,0.65027,0.44883,0.45051,0.090909
0.53367,0.66657,0.43593,0.41325,0.10331
0.53787,0.66545,0.44075,0.42882,0.13843
0.49276,0.66095,0.44792,0.3961,0.14153
0.45192,0.66123,0.45248,0.36157,0.1064
0.4193,0.66714,0.44284,0.31902,0.091942
0.3944,0.67107,0.42628,0.31632,0.065083
0.37089,0.66714,0.4109,0.3008,0.029959
0.34063,0.66629,0.40386,0.29002,0.08781
0.31227,0.66376,0.4006,0.26873,0.10744
0.29069,0.66095,0.4006,0.26054,0.1219
0.24469,0.67332,0.39695,0.23414,0.047521
0.20504,0.67416,0.42563,0.21295,0.079545
0.15883,0.64436,0.49107,0.15943,0.14669
0.06108,0.63509,0.51688,0.058566,0.1312
0.066218,0.62834,0.52914,0.065712,0.083678
0.046416,0.62047,0.53631,0.043307,0.094008
0.047531,0.6095,0.541,0.042914,0.17355
0.032573,0.60388,0.54087,0.033884,0.11364
0.024441,0.60135,0.54204,0.023177,0.099174
0.016573,0.59798,0.54465,0.021188,0.10124
0.0034485,0.59376,0.55078,0.008491,0.083678
0.038797,0.3621,0.96206,0.047579,0.11983
0.0666,0.36801,0.96063,0.070816,0.1095
0.097221,0.37532,0.95646,0.090899,0.095041
0.12703,0.38038,0.94486,0.11046,0.097107
0.15827,0.38825,0.93808,0.1302,0.12603
0.19318,0.39865,0.92504,0.14813,0.092975
0.22842,0.41046,0.91305,0.16537,0.082645
0.26647,0.42395,0.88945,0.18445,0.11983
0.2956,0.43857,0.86077,0.2039,0.082645
0.33108,0.45403,0.81749,0.22337,0.096074
0.36634,0.46528,0.79455,0.24239,0.092975
0.39216,0.47146,0.78308,0.26202,0.14463
0.41987,0.47737,0.77148,0.28048,0.17665
0.44584,0.48636,0.76261,0.29972,0.14876
0.47736,0.49902,0.74514,0.31731,0.14463
0.49926,0.51054,0.72585,0.33494,0.13223
0.51717,0.52376,0.71334,0.35519,0.085744
0.5296,0.5395,0.687,0.37283,0.10227
0.54245,0.55018,0.6724,0.38813,0.10331
0.55435,0.56115,0.65819,0.40092,0.12603
0.56584,0.57464,0.63929,0.4142,0.12087
0.57804,0.58504,0.62508,0.42643,0.085744
0.58598,0.59573,0.60748,0.43678,0.097107
0.59754,0.60922,0.58089,0.44624,0.13946
0.58146,0.60388,0.56212,0.47674,0.1343
0.18776,0.60529,0.56668,0.28344,0.1126
0.55153,0.60866,0.5629,0.33178,0.10124
0.21592,0.61513,0.56329,0.16349,0.13533
0.19936,0.61681,0.56225,0.17092,0.080579
0.15497,0.61569,0.5642,0.12445,0.090909
0.1151,0.61513,0.56811,0.092723,0.054752
0.1719,0.614,0.56916,0.10087,0.051653
0.36839,0.63368,0.53748,0.3055,0.039256
0.13098,0.62384,0.55821,0.10195,0.099174
0.1104,0.61203,0.59014,0.093901,0.11157
0.13597,0.60557,0.60448,0.076706,0.08781
0.5051,0.61091,0.59353,0.40914,0.047521
0.34248,0.62468,0.55821,0.20779,0.038223
0.35508,0.6244,0.54739,0.19303,0.033058
0.36686,0.63087,0.53344,0.22774,0.063017
0.28193,0.63171,0.53279,0.17012,0.058884
0.44936,0.64183,0.51545,0.327,0.043388
0.22672,0.64352,0.50241,0.14456,0.046488
0.43037,0.6393,0.50476,0.33795,0.034091
0.25511,0.6334,0.51558,0.28298,0.077479
0.14098,0.62356,0.52692,0.10491,0.077479
0.12563,0.62215,0.54113,0.086727,0.1095
0.19224,0.61822,0.55143,0.118,0.10124
0.16008,0.61794,0.55117,0.12051,0.12707
0.10204,0.61456,0.59249,0.092736,0.11674
0.070094,0.6081,0.60944,0.056403,0.13636
0.15423,0.60669,0.60188,0.12584,0.10124
0.087606,0.61372,0.57932,0.092117,0.10331
0.045197,0.60585,0.59158,0.036766,0.068182
0.070167,0.60247,0.61257,0.078409,0.085744
0.031091,0.60107,0.62365,0.041484,0.099174
0.034291,0.59545,0.63329,0.045377,0.1219
0.020727,0.58926,0.64346,0.036985,0.14153
0.0092186,0.58308,0.64816,0.016856,0.1126
0.0022741,0.5783,0.65858,0.0066145,0.097107
0.039575,0.36829,0.98019,0.02524,0.11467
0.05402,0.36829,0.97979,0.028388,0.099174
0.05722,0.36716,0.9794,0.041757,0.11777
0.06682,0.36548,0.98032,0.061899,0.11983
0.093772,0.36744,0.98305,0.068101,0.091942
0.11335,0.36829,0.98266,0.083746,0.12913
0.12872,0.36941,0.98253,0.084678,0.12293
0.15415,0.37335,0.98501,0.11578,0.1436
0.17256,0.37897,0.9854,0.13005,0.096074
0.20472,0.38487,0.98253,0.15189,0.11054
0.19518,0.38375,0.97823,0.16194,0.1157
0.2003,0.38825,0.98071,0.1474,0.10227
0.27599,0.39724,0.98071,0.20347,0.076446
0.27202,0.40596,0.97706,0.20274,0.1312
0.29388,0.41749,0.97315,0.22355,0.16839
0.35537,0.42058,0.95711,0.28104,0.21384
0.45805,0.42789,0.94499,0.30639,0.11157
0.54186,0.43885,0.93234,0.33517,0.16116
0.54755,0.45516,0.90471,0.36404,0.11777
0.55922,0.47006,0.86729,0.37816,0.081612
0.56721,0.48721,0.83496,0.39256,0.069215
0.57442,0.51026,0.79051,0.40714,0.073347
0.58035,0.52854,0.75114,0.42013,0.092975
0.58728,0.54512,0.72585,0.43051,0.063017
0.58951,0.56705,0.68062,0.43837,0.066116
0.5952,0.59263,0.63369,0.44237,0.044421
0.44142,0.61344,0.5818,0.37183,0.077479
0.49911,0.62412,0.57033,0.40439,0.059917
0.60238,0.62918,0.56029,0.44369,0.063017
0.61311,0.62075,0.544,0.47292,0.10124
0.67002,0.63031,0.5294,0.56286,0.080579
0.27374,0.62215,0.53435,0.2338,0.081612
0.24045,0.61794,0.55051,0.18256,0.067149
0.24349,0.61147,0.57867,0.18666,0.15083
0.47363,0.60725,0.60892,0.35851,0.21384
0.53326,0.61906,0.62417,0.423,0.17459
0.54973,0.63087,0.6097,0.43714,0.14979
0.51701,0.63958,0.58819,0.41159,0.077479
0.49657,0.64689,0.56225,0.39446,0.10021
0.48131,0.6573,0.54465,0.39073,0.095041
0.42698,0.66517,0.52105,0.3512,0.079545
0.44803,0.67276,0.50306,0.34581,0.06095
0.41601,0.684,0.4796,0.33738,0.043388
0.40585,0.69047,0.46734,0.32828,0.063017
0.36232,0.69469,0.46761,0.32606,0.042355
0.21457,0.66742,0.50567,0.17651,0.066116
0.27591,0.6573,0.53526,0.2017,0.081612
0.090659,0.65195,0.55482,0.11034,0.11674
0.24644,0.64493,0.57646,0.23868,0.11054
0.21168,0.6483,0.57724,0.20008,0.14256
0.17708,0.64605,0.58024,0.17695,0.1374
0.14591,0.63846,0.59001,0.15562,0.1374
0.11588,0.63256,0.59458,0.13415,0.12087
0.090527,0.62974,0.60005,0.11296,0.10227
0.065866,0.62187,0.61491,0.086454,0.11983
0.024925,0.61119,0.64894,0.031342,0.11467
0.02218,0.60135,0.68048,0.023084,0.099174
0.02083,0.59741,0.69196,0.023117,0.070248
0.014077,0.59376,0.69626,0.020349,0.045455
0.0023187,0.59123,0.70095,0.0073265,0.076446
0.039502,0.41889,0.96689,0.051685,0.070248
0.064824,0.42142,0.96024,0.071602,0.03719
0.095562,0.42564,0.9502,0.091738,0.10021
0.12539,0.42958,0.93638,0.11203,0.11364
0.15541,0.43548,0.91396,0.13154,0.09814
0.19228,0.44532,0.88528,0.15017,0.054752
0.22611,0.45713,0.85843,0.16836,0.034091
0.26609,0.46612,0.82936,0.18871,0.06095
0.29906,0.47371,0.8055,0.21034,0.069215
0.33159,0.48468,0.78412,0.23119,0.072314
0.36761,0.4948,0.76874,0.25154,0.096074
0.39266,0.50436,0.75831,0.27034,0.066116
0.41532,0.51701,0.73276,0.28987,0.02686
0.43684,0.5291,0.71008,0.30855,0.043388
0.46372,0.54062,0.6844,0.32774,0.045455
0.4913,0.55271,0.66106,0.34648,0.028926
0.50912,0.55777,0.6535,0.36389,0.10331
0.5276,0.55749,0.67253,0.37753,0.14876
0.5434,0.56536,0.67318,0.39063,0.18802
0.55767,0.5752,0.66471,0.40344,0.16839
0.57083,0.57858,0.66093,0.41335,0.19731
0.57788,0.58842,0.63486,0.42362,0.21591
0.58685,0.60276,0.59523,0.43399,0.2469
0.59354,0.61119,0.5702,0.44153,0.23554
0.60041,0.61709,0.54713,0.44922,0.24587
0.60643,0.61288,0.54243,0.4545,0.31095
0.61103,0.61344,0.54478,0.45838,0.29752
0.61318,0.62187,0.52953,0.46262,0.3657
0.61364,0.61822,0.50489,0.46403,0.33264
0.61114,0.61934,0.49159,0.4636,0.32955
0.60783,0.63537,0.48194,0.46106,0.29339
0.60228,0.63987,0.47373,0.45693,0.26446
0.59482,0.64436,0.46552,0.45188,0.29442
0.58289,0.65083,0.45327,0.44511,0.22831
0.5707,0.65983,0.4328,0.43899,0.20764
0.55613,0.66348,0.41507,0.43078,0.23347
0.54252,0.67444,0.40881,0.42128,0.16839
0.52553,0.68232,0.38391,0.40991,0.20145
0.50858,0.68316,0.37492,0.39583,0.23554
0.49261,0.68513,0.36319,0.38319,0.16116
0.47577,0.69188,0.32564,0.37026,0.29649
0.45757,0.69918,0.26437,0.35469,0.30785
0.43662,0.70453,0.26711,0.3391,0.2438
0.4102,0.702,0.26893,0.32086,0.23244
0.38228,0.69975,0.27037,0.3025,0.29132
0.35048,0.69722,0.28471,0.28382,0.26756
0.31812,0.70003,0.28093,0.26386,0.20248
0.28623,0.7034,0.27663,0.24444,0.2438
0.25225,0.702,0.26594,0.22576,0.22727
0.21626,0.70115,0.27219,0.20431,0.19938
0.18307,0.70453,0.25538,0.18412,0.26963
0.14873,0.70059,0.24417,0.16015,0.23347
0.11911,0.69862,0.23296,0.13958,0.23347
0.093214,0.69581,0.2147,0.11867,0.27273
0.070681,0.69384,0.21262,0.098492,0.15909
0.049263,0.69159,0.21666,0.078582,0.15083
0.032132,0.68653,0.21953,0.058226,0.12293
0.018173,0.67894,0.22683,0.037098,0.091942
0.0084697,0.67079,0.23061,0.018639,0.10744
0.0018775,0.65983,0.2413,0.0062352,0.091942
0.0076324,0.3458,0.63786,0,0.1219
0.0077947,0.34805,0.63734,0,0.15289
0.012051,0.34664,0.63968,0,0.15806
0.052537,0.34692,0.63473,0,0.11364
0.075878,0.35704,0.62482,0,0.10434
0.11036,0.36126,0.61974,0,0.13946
0.17072,0.37475,0.59914,0,0.12913
0.15058,0.38544,0.57724,0,0.15393
0.28711,0.39415,0.55873,0,0.14153
0.31732,0.39865,0.54295,0,0.21591
0.35431,0.41749,0.52105,0,0.15393
0.38053,0.43604,0.48116,0,0.1343
0.40754,0.44982,0.46747,0,0.14463
0.42163,0.4605,0.44935,0,0.15496
0.46742,0.47877,0.43593,0,0.20351
0.42246,0.49171,0.42107,0,0.16426
0.31035,0.49592,0.41233,0,0.21798
0.34351,0.49705,0.41611,0,0.19628
0.57575,0.50436,0.41129,0,0.21901
0.56586,0.51588,0.39539,0,0.22211
0.57094,0.51392,0.39121,0.08129,0.26343
0.58067,0.51729,0.40008,0.40803,0.25413
0.57207,0.52544,0.40034,0.41647,0.2438
0.59009,0.53866,0.39669,0.42753,0.21074
0.59506,0.54934,0.40269,0.43805,0.21901
0.59793,0.56002,0.40803,0.44487,0.17252
0.59968,0.56536,0.40881,0.44887,0.12603
0.59911,0.5752,0.40425,0.45095,0.16322
0.59987,0.57633,0.40412,0.4531,0.13223
0.59846,0.56705,0.41572,0.45233,0.15909
0.59369,0.57492,0.40868,0.45191,0.11467
0.58566,0.58392,0.41311,0.44992,0.065083
0.57624,0.59123,0.40777,0.44567,0.10847
0.56821,0.60022,0.41311,0.43997,0.080579
0.56148,0.61794,0.41025,0.43419,0.058884
0.54794,0.63087,0.40008,0.4261,0.076446
0.5343,0.63705,0.39864,0.41651,0.063017
0.51795,0.64521,0.39369,0.40498,0.041322
0.50286,0.64858,0.39056,0.39301,0.057851
0.48383,0.65336,0.38926,0.37929,0.063017
0.46522,0.65673,0.37779,0.36489,0.066116
0.44219,0.66601,0.36723,0.34859,0.049587
0.41701,0.66348,0.36866,0.3305,0.1126
0.39379,0.66882,0.35771,0.31338,0.067149
0.36778,0.66714,0.35967,0.29557,0.081612
0.34181,0.66629,0.36358,0.27967,0.17459
0.30981,0.66489,0.36188,0.26063,0.14773
0.27957,0.66179,0.36762,0.2407,0.11674
0.2452,0.66826,0.36931,0.21988,0.094008
0.21093,0.66629,0.36879,0.19958,0.095041
0.17923,0.6587,0.37127,0.1789,0.17149
0.14684,0.66123,0.37257,0.15645,0.1281
0.11918,0.66207,0.37974,0.13632,0.095041
0.094975,0.65898,0.38261,0.11652,0.13843
0.07325,0.65139,0.39408,0.096323,0.077479
0.051172,0.64605,0.40373,0.075701,0.079545
0.033732,0.63874,0.42302,0.055292,0.063017
0.020096,0.62525,0.51414,0.03449,0.053719
0.010569,0.61231,0.56446,0.019464,0.030992
0.001541,0.60051,0.58741,0.0058226,0.029959
0.038328,0.3562,0.36918,0.050194,0.21591
0.064104,0.36098,0.35367,0.072686,0.17975
0.095005,0.3652,0.34467,0.093275,0.2438
0.12353,0.36997,0.34076,0.1138,0.21488
0.15281,0.377,0.3375,0.13464,0.17872
0.19409,0.38572,0.32668,0.15871,0.23347
0.22699,0.39303,0.31952,0.17996,0.20661
0.26499,0.40118,0.31912,0.19964,0.18595
0.28331,0.41158,0.3186,0.20618,0.21384
0.30856,0.41355,0.32277,0.22194,0.27996
0.3438,0.41524,0.31613,0.25314,0.26033
0.40891,0.41889,0.30961,0.28647,0.33368
0.44207,0.42114,0.31652,0.29962,0.33781
0.43278,0.42367,0.31626,0.3069,0.27789
0.49107,0.42817,0.32069,0.34199,0.37087
0.52157,0.43351,0.31313,0.35647,0.39979
0.54242,0.44195,0.30361,0.37298,0.30992
0.53619,0.45291,0.28614,0.37627,0.31921
0.58096,0.45432,0.27754,0.39705,0.3719
0.54644,0.46162,0.27663,0.38761,0.33781
0.59002,0.465,0.27259,0.4112,0.32851
0.61198,0.47062,0.26985,0.43205,0.22417
0.54814,0.47849,0.26502,0.40066,0.2345
0.60919,0.47343,0.26268,0.42285,0.38636
0.60915,0.48215,0.25486,0.43439,0.31095
0.62963,0.49199,0.24404,0.45261,0.30888
0.63244,0.49733,0.24039,0.45528,0.34607
0.63092,0.50239,0.24039,0.45794,0.26446
0.62788,0.51139,0.22891,0.45997,0.27583
0.62399,0.51757,0.23191,0.46112,0.30992
0.62088,0.52572,0.21118,0.46211,0.26963
0.61801,0.53107,0.20219,0.46055,0.23864
0.61137,0.535,0.19541,0.45695,0.34917
0.60477,0.54147,0.19059,0.45357,0.28306
0.59296,0.54653,0.18563,0.44881,0.25723
0.57925,0.55271,0.18224,0.44118,0.23554
0.56432,0.5603,0.17703,0.43233,0.16116
0.54836,0.56199,0.17755,0.42112,0.22314
0.53233,0.56452,0.16725,0.40913,0.23657
0.51501,0.56958,0.16399,0.39673,0.23864
0.49763,0.57071,0.16204,0.38248,0.24174
0.47605,0.57717,0.155,0.36667,0.22934
0.4497,0.5783,0.14939,0.34976,0.2593
0.42388,0.57773,0.15826,0.33166,0.24793
0.39706,0.58167,0.16165,0.31276,0.19112
0.36345,0.58617,0.15396,0.29409,0.24897
0.33058,0.58954,0.15187,0.27446,0.26963
0.29767,0.59235,0.15213,0.25443,0.18492
0.26031,0.59179,0.15161,0.2328,0.16632
0.22286,0.5946,0.15891,0.21095,0.1157
0.18768,0.59657,0.15617,0.18971,0.18388
0.15475,0.59629,0.14992,0.1667,0.15083
0.12411,0.59488,0.14718,0.14546,0.073347
0.096091,0.59348,0.15083,0.12295,0.054752
0.072075,0.59263,0.15735,0.10115,0.065083
0.049851,0.58392,0.15735,0.079973,0.02686
0.032294,0.57858,0.15526,0.059284,0.038223
0.018187,0.56986,0.16634,0.037265,0.053719
0.0086168,0.56227,0.16856,0.019358,0.043388
0.0018053,0.55609,0.18537,0.0062152,0.03719
0.038842,0.2862,0.64164,0.047379,0.23657
0.063282,0.2966,0.61935,0.07049,0.28616
0.095988,0.30447,0.59901,0.091552,0.30785
0.12455,0.31375,0.58102,0.11252,0.26756
0.15333,0.32078,0.57085,0.13294,0.27996
0.18671,0.32837,0.56616,0.15155,0.27893
0.2163,0.33736,0.55664,0.16836,0.26136
0.25824,0.34664,0.54308,0.18916,0.28822
0.29624,0.35592,0.52914,0.21073,0.25723
0.32468,0.36154,0.52327,0.2303,0.28719
0.36271,0.3711,0.51323,0.24922,0.21488
0.39175,0.37813,0.50358,0.26751,0.19938
0.41707,0.38712,0.49642,0.28532,0.21591
0.44014,0.39556,0.48964,0.30184,0.23967
0.46613,0.40371,0.4869,0.31865,0.29029
0.49897,0.4113,0.48038,0.33428,0.28099
0.52085,0.41749,0.47621,0.34937,0.21074
0.53809,0.43042,0.46813,0.36367,0.22417
0.55287,0.4352,0.4693,0.37742,0.24897
0.56499,0.44644,0.46057,0.38935,0.27479
0.57737,0.45347,0.45718,0.40037,0.23864
0.58565,0.46359,0.44962,0.40991,0.22624
0.59307,0.47512,0.43971,0.41862,0.20145
0.6005,0.49339,0.42433,0.42833,0.19318
0.60794,0.50548,0.40568,0.43499,0.23554
0.61151,0.51785,0.39043,0.44092,0.2655
0.61846,0.5291,0.37218,0.44858,0.28202
0.6185,0.52572,0.37036,0.45096,0.30372
0.61935,0.51504,0.36071,0.45294,0.34298
0.61967,0.51729,0.36032,0.45369,0.25103
0.61574,0.51785,0.36279,0.4524,0.34401
0.6094,0.5201,0.3701,0.44839,0.28616
0.60329,0.52601,0.36684,0.44709,0.33884
0.5913,0.52966,0.3684,0.43826,0.31818
0.58142,0.53388,0.36645,0.43161,0.19215
0.56926,0.53388,0.36566,0.42522,0.28409
0.5556,0.53135,0.36892,0.41563,0.28306
0.54089,0.53781,0.36723,0.40495,0.30372
0.52631,0.54372,0.36462,0.39306,0.16736
0.50777,0.55159,0.3598,0.38219,0.16219
0.50652,0.54934,0.35888,0.37804,0.18595
0.41167,0.54709,0.35993,0.36899,0.23037
0.44822,0.54962,0.36279,0.33988,0.20351
0.42577,0.5499,0.36397,0.3253,0.29752
0.39458,0.55046,0.36892,0.31005,0.27996
0.37327,0.5485,0.37179,0.27827,0.30992
0.32824,0.54934,0.37388,0.2669,0.24277
0.29182,0.54878,0.37062,0.24511,0.22107
0.24865,0.54709,0.37231,0.22216,0.22107
0.21978,0.54878,0.37375,0.2017,0.25413
0.18605,0.54568,0.37883,0.18135,0.30579
0.15789,0.54231,0.38287,0.16215,0.2407
0.1243,0.53838,0.39239,0.13997,0.21901
0.095121,0.53556,0.3963,0.11629,0.19731
0.070298,0.53247,0.39734,0.094719,0.22521
0.048647,0.52966,0.40269,0.074536,0.2655
0.031326,0.52769,0.4066,0.053462,0.21798
0.017777,0.52882,0.41833,0.033112,0.22624
0.0084985,0.5201,0.43293,0.017195,0.18802
0.0018197,0.51167,0.44727,0.0059823,0.18802
0.037138,0.3174,0.71842,0.038156,0.20248
0.060376,0.32668,0.70525,0.064661,0.18079
0.091877,0.33539,0.68844,0.084684,0.17872
0.11927,0.34355,0.67123,0.10398,0.14979
0.1466,0.35001,0.66028,0.1239,0.13533
0.18151,0.35957,0.6432,0.14419,0.20351
0.21423,0.37363,0.62221,0.16458,0.21591
0.25131,0.38825,0.59771,0.18483,0.18698
0.28751,0.40315,0.56277,0.20501,0.27893
0.31867,0.41608,0.53148,0.22504,0.2438
0.35439,0.42705,0.51297,0.24478,0.30888
0.38655,0.43239,0.50189,0.26375,0.24897
0.41203,0.43717,0.49576,0.28187,0.25413
0.43642,0.4456,0.48807,0.2994,0.28616
0.46112,0.44925,0.4826,0.31654,0.22004
0.4932,0.45488,0.48247,0.33255,0.29442
0.51682,0.46022,0.47843,0.34775,0.33781
0.53351,0.46725,0.47243,0.36185,0.27066
0.54889,0.47062,0.468,0.37494,0.27273
0.56056,0.48018,0.46291,0.38708,0.26033
0.57324,0.48749,0.4547,0.39765,0.21488
0.58452,0.48693,0.456,0.40847,0.29236
0.59187,0.4962,0.45092,0.41747,0.2345
0.60053,0.49902,0.44336,0.42534,0.2438
0.6037,0.51504,0.42902,0.43233,0.18595
0.60623,0.52376,0.41455,0.43875,0.28616
0.60938,0.51617,0.41233,0.44402,0.21694
0.60747,0.53528,0.4066,0.4469,0.27479
0.60539,0.54625,0.39734,0.448,0.2314
0.60053,0.55046,0.39565,0.44896,0.21281
0.59415,0.55524,0.38887,0.44839,0.18698
0.591,0.56283,0.383,0.44763,0.22107
0.5812,0.56424,0.37961,0.44281,0.20455
0.57354,0.56649,0.37309,0.43755,0.2314
0.56464,0.57239,0.3727,0.43139,0.16632
0.55309,0.58251,0.35823,0.42305,0.12707
0.54159,0.58701,0.33868,0.41511,0.16529
0.52771,0.58898,0.33412,0.40515,0.21281
0.51262,0.59404,0.32903,0.39179,0.13017
0.49827,0.59067,0.3259,0.37932,0.18492
0.48098,0.57773,0.3302,0.36661,0.14876
0.46059,0.57914,0.3246,0.35063,0.24587
0.44125,0.5797,0.31274,0.33583,0.23864
0.41528,0.58026,0.31469,0.31976,0.28409
0.38632,0.57998,0.31547,0.30062,0.22521
0.35318,0.57773,0.31261,0.28067,0.22107
0.32317,0.57745,0.30765,0.26342,0.23347
0.28952,0.57886,0.31235,0.24346,0.17252
0.25317,0.57942,0.31808,0.22321,0.15289
0.21116,0.57633,0.32512,0.19738,0.2562
0.18224,0.57689,0.32864,0.17929,0.27066
0.15071,0.57324,0.33451,0.15866,0.30372
0.12031,0.56789,0.33503,0.13864,0.28616
0.093007,0.56368,0.34259,0.11761,0.2531
0.0698,0.55946,0.34441,0.096662,0.28099
0.047898,0.55552,0.35732,0.076413,0.20971
0.031634,0.55581,0.36592,0.056616,0.2376
0.018129,0.55777,0.37922,0.036054,0.18698
0.0081467,0.55046,0.38808,0.018286,0.2531
0.001746,0.54119,0.40151,0.0058027,0.19628
0.03432,0.3011,0.80589,0.036559,0.17665
0.056309,0.31094,0.78699,0.060562,0.16322
0.088853,0.31965,0.75414,0.079747,0.18802
0.11771,0.32499,0.74045,0.09971,0.17562
0.14582,0.33174,0.7308,0.11945,0.19008
0.17762,0.34046,0.71972,0.13898,0.18492
0.20971,0.35479,0.69482,0.15883,0.19008
0.24714,0.3725,0.66615,0.17851,0.19731
0.28435,0.39162,0.63486,0.19731,0.19112
0.31108,0.40737,0.60983,0.21672,0.26653
0.34698,0.42002,0.58975,0.23585,0.2593
0.37861,0.42901,0.57463,0.25381,0.22004
0.40296,0.43717,0.56824,0.27233,0.27169
0.42715,0.44644,0.55808,0.28971,0.27789
0.45039,0.45263,0.54504,0.30616,0.20041
0.48034,0.45516,0.54556,0.32191,0.2593
0.50492,0.46247,0.54361,0.33689,0.25103
0.52172,0.47315,0.53657,0.35069,0.31198
0.53822,0.47962,0.53096,0.36406,0.26653
0.55196,0.4903,0.5221,0.37599,0.29649
0.56256,0.49845,0.51454,0.38646,0.20661
0.57126,0.50464,0.5088,0.39667,0.23554
0.57953,0.51251,0.49993,0.40609,0.27479
0.58648,0.52038,0.49446,0.41471,0.25413
0.5891,0.52291,0.47478,0.42228,0.29442
0.59008,0.52797,0.44218,0.42762,0.21281
0.5941,0.53725,0.45405,0.43466,0.19731
0.59655,0.55468,0.46252,0.44133,0.2593
0.59733,0.55749,0.43019,0.44619,0.23864
0.59905,0.56115,0.41976,0.44391,0.15083
0.5945,0.56846,0.4092,0.44596,0.16736
0.56906,0.56761,0.40738,0.4421,0.20145
0.59162,0.57239,0.40647,0.43938,0.18079
0.58105,0.57633,0.39721,0.43509,0.18285
0.57775,0.57942,0.40216,0.43133,0.25
0.55805,0.58055,0.40034,0.42563,0.21591
0.54086,0.57942,0.39943,0.40112,0.23864
0.50936,0.58055,0.39956,0.39528,0.27273
0.38165,0.58673,0.3946,0.4078,0.17045
0.50048,0.58982,0.39395,0.38329,0.24897
0.40991,0.59067,0.39369,0.29679,0.21901
0.45375,0.58673,0.39356,0.32285,0.25207
0.43468,0.58982,0.39421,0.33061,0.21074
0.40437,0.59235,0.39552,0.31242,0.2531
0.38087,0.5946,0.389,0.29618,0.23967
0.35274,0.5946,0.38561,0.28105,0.19112
0.31681,0.59966,0.38183,0.25343,0.18285
0.30084,0.5946,0.38522,0.24995,0.18182
0.2722,0.59798,0.38078,0.25093,0.16219
0.24617,0.61625,0.38026,0.24356,0.16632
0.084141,0.61035,0.38691,0.092996,0.21074
0.20175,0.60613,0.39656,0.18218,0.2686
0.18351,0.6095,0.39043,0.19365,0.23657
0.12755,0.60641,0.38092,0.16127,0.22314
0.042893,0.59404,0.37388,0.045423,0.25207
0.031032,0.5842,0.37322,0.037052,0.2407
0.030503,0.57942,0.37544,0.051519,0.20041
0.017453,0.57324,0.38548,0.032167,0.22831
0.010715,0.56705,0.39773,0.018799,0.15083
0.0020842,0.56143,0.41129,0.0074796,0.15806
0.034422,0.32612,0.82584,0.035109,0.1343
0.054974,0.3309,0.81802,0.059896,0.18285
0.086769,0.33933,0.80485,0.078369,0.17562
0.11472,0.35198,0.7866,0.096988,0.22831
0.14318,0.36688,0.76053,0.11674,0.20661
0.17543,0.38206,0.73615,0.1361,0.16942
0.20737,0.39247,0.71568,0.15582,0.19938
0.24208,0.40259,0.70043,0.1763,0.17872
0.28164,0.41299,0.68544,0.19515,0.23037
0.30866,0.42395,0.67045,0.21455,0.2531
